,train_size,target,model,features_type,random_seed,repeat,r2_mean,r2_std,kendal_mean,kendal_std
70,11,eyeriss_arithmetic_intensity,RandomForest,full_features_one_hot,42,100,0.5052011844907341,0.14026837541250856,0.6485688870323035,0.08249192189285691
71,11,eyeriss_arithmetic_intensity,RandomForest,full_features_one_hot_proxies,42,100,0.48880581577201737,0.13120609616488998,0.6372279706760421,0.07065018126003073
72,11,fpga_latency,RandomForest,only_features,42,100,0.5987201761016631,0.16161367430287954,0.7057702584511945,0.0734412332107385
73,11,fpga_latency,RandomForest,only_proxies,42,100,0.6233221360162564,0.12623263257633938,0.7005906032625622,0.054085837077778864
74,11,fpga_latency,RandomForest,only_one_hot,42,100,0.09672006401978636,0.20855375754439043,0.31769662574600355,0.0954972240294715
75,11,fpga_latency,RandomForest,features_one_hot,42,100,0.5744617252030083,0.16787194877246636,0.703314390569725,0.07315530025828966
76,11,fpga_latency,RandomForest,features_proxies,42,100,0.5769229265563961,0.15715497040030116,0.7039812617106104,0.0645144751932373
77,11,fpga_latency,RandomForest,features_one_hot_proxies,42,100,0.5603307582641829,0.15977901940650124,0.7012553767682984,0.06537103168167466
78,11,fpga_latency,RandomForest,only_full_features,42,100,0.5678228570233941,0.17404131805655684,0.7302411918138911,0.08280906524606366
79,11,fpga_latency,RandomForest,full_features_one_hot,42,100,0.5527578606660555,0.1711735045471088,0.7278434345404788,0.07982871259761552
80,11,fpga_latency,RandomForest,full_features_one_hot_proxies,42,100,0.5537354125213255,0.16909935971050766,0.727949565613952,0.07791606529766161
81,11,fpga_energy,RandomForest,only_features,42,100,0.6002191513501841,0.15957471533336676,0.7054436171890304,0.07113922084060771
82,11,fpga_energy,RandomForest,only_proxies,42,100,0.6208304588534762,0.12493068933229938,0.6979040032374997,0.05372011835696077
83,11,fpga_energy,RandomForest,only_one_hot,42,100,0.0974913892660477,0.20697448702598448,0.31798169694445205,0.0966160245266217
84,11,fpga_energy,RandomForest,features_one_hot,42,100,0.5742235024711015,0.16780956900571428,0.7012455126804329,0.07238827969881201
85,11,fpga_energy,RandomForest,features_proxies,42,100,0.5801992235678874,0.15724034544059176,0.7057718278079169,0.061225204456156763
86,11,fpga_energy,RandomForest,features_one_hot_proxies,42,100,0.554927495468283,0.16108446546463712,0.6982033967940978,0.06463773560620437
87,11,fpga_energy,RandomForest,only_full_features,42,100,0.5688835908008529,0.17021306267537167,0.7315082400647843,0.07712430598316501
88,11,fpga_energy,RandomForest,full_features_one_hot,42,100,0.5548387381788948,0.16939237908269622,0.7286473773586583,0.07627023893774544
89,11,fpga_energy,RandomForest,full_features_one_hot_proxies,42,100,0.5507984700436214,0.16815175027028426,0.7271797825342721,0.07487328808250794
90,25,edgegpu_latency,RandomForest,only_features,42,100,0.46377162885062945,0.10483951812113654,0.5322660195489727,0.056672118960254404
91,25,edgegpu_latency,RandomForest,only_proxies,42,100,0.4466862088123817,0.08448973433953301,0.4961585979797883,0.04174011947775744
92,25,edgegpu_latency,RandomForest,only_one_hot,42,100,0.5069978328857913,0.126131456949186,0.5414801683741319,0.07359636547182262
93,25,edgegpu_latency,RandomForest,features_one_hot,42,100,0.5825570361426167,0.10685246047395709,0.6167611343917696,0.05991879482301693
94,25,edgegpu_latency,RandomForest,features_proxies,42,100,0.5359811422057963,0.09227142153446136,0.5650180372949116,0.047896069271967934
95,25,edgegpu_latency,RandomForest,features_one_hot_proxies,42,100,0.5992872310854127,0.0988305233069385,0.6142622142822763,0.052645374618896505
96,25,edgegpu_latency,RandomForest,only_full_features,42,100,0.5181552170775755,0.08090808085275784,0.5818316773356089,0.046888605014158695
97,25,edgegpu_latency,RandomForest,full_features_one_hot,42,100,0.5896854992523679,0.09581640796389965,0.6331663465326786,0.05308695356570905
98,25,edgegpu_latency,RandomForest,full_features_one_hot_proxies,42,100,0.602164579286182,0.0910357036494226,0.6309372682421891,0.047967101275862706
99,25,edgegpu_energy,RandomForest,only_features,42,100,0.4735502569202696,0.1028528895989789,0.5417599832125646,0.05647374052191903
100,25,edgegpu_energy,RandomForest,only_proxies,42,100,0.481810929039944,0.08053115362781452,0.523069417099075,0.03964820859686253
101,25,edgegpu_energy,RandomForest,only_one_hot,42,100,0.5066700080782751,0.12141508449738099,0.5393222110355594,0.07015752113474427
102,25,edgegpu_energy,RandomForest,features_one_hot,42,100,0.5891834987509549,0.10530036285619146,0.6246180482639048,0.05987036557411686
103,25,edgegpu_energy,RandomForest,features_proxies,42,100,0.5555648729286355,0.09045033512215217,0.5802178643557482,0.04598669469891991
104,25,edgegpu_energy,RandomForest,features_one_hot_proxies,42,100,0.6150700225304729,0.09650120691388046,0.6282901490979788,0.05022553875465239
105,25,edgegpu_energy,RandomForest,only_full_features,42,100,0.5290662501930758,0.07896217412356252,0.5908430818705264,0.04486078849730251
106,25,edgegpu_energy,RandomForest,full_features_one_hot,42,100,0.5971446368076959,0.09372347039029709,0.6415543275778071,0.05246720130346003
107,25,edgegpu_energy,RandomForest,full_features_one_hot_proxies,42,100,0.6152043878203327,0.08810876027559988,0.6412449357000395,0.04577935445037733
108,25,raspi4_latency,RandomForest,only_features,42,100,0.7276886536521019,0.056914446760729195,0.6933052307385803,0.02834007651840128
109,25,raspi4_latency,RandomForest,only_proxies,42,100,0.7541957552453589,0.05404313555539097,0.70993036132473,0.029683464989249255
110,25,raspi4_latency,RandomForest,only_one_hot,42,100,0.3852784351168438,0.1343433772163115,0.4757304824529591,0.07412202015859806
111,25,raspi4_latency,RandomForest,features_one_hot,42,100,0.728478113788875,0.05485086073074441,0.6985889537471378,0.026016034009306636
112,25,raspi4_latency,RandomForest,features_proxies,42,100,0.7509479643005146,0.05303337743054202,0.7140483013927991,0.026002680322644144
113,25,raspi4_latency,RandomForest,features_one_hot_proxies,42,100,0.7477318020719431,0.05514287037325967,0.7142767847092965,0.027725049400588814
114,25,raspi4_latency,RandomForest,only_full_features,42,100,0.7192645210109516,0.06720283795379559,0.7027807349311067,0.03547746871830445
115,25,raspi4_latency,RandomForest,full_features_one_hot,42,100,0.7187454061716997,0.06615206930336866,0.7053425097165253,0.034206638758384984
116,25,raspi4_latency,RandomForest,full_features_one_hot_proxies,42,100,0.7384081804599208,0.061782970212615966,0.7175151361752796,0.031461538791411635
117,25,edgetpu_latency,RandomForest,only_features,42,100,0.23142309882673698,0.11072851079820561,0.4212836949949281,0.08049014633142214
118,25,edgetpu_latency,RandomForest,only_proxies,42,100,0.2571310960909093,0.09073770497822344,0.45091984879704905,0.06925753600356215
119,25,edgetpu_latency,RandomForest,only_one_hot,42,100,0.34780739146029716,0.14325636655274027,0.458165875274247,0.0965153748062035
120,25,edgetpu_latency,RandomForest,features_one_hot,42,100,0.3597971756648638,0.13383317648266524,0.49645282397339907,0.08739706642240772
121,25,edgetpu_latency,RandomForest,features_proxies,42,100,0.3101273404833849,0.1022508371206844,0.4890324151356571,0.0758371494387526
122,25,edgetpu_latency,RandomForest,features_one_hot_proxies,42,100,0.37219052434650846,0.10737887910780082,0.5197615855599386,0.074918600874589
123,25,edgetpu_latency,RandomForest,only_full_features,42,100,0.3414939659669522,0.1401291402924496,0.5195434679143155,0.09225278521365633
124,25,edgetpu_latency,RandomForest,full_features_one_hot,42,100,0.38602818211313594,0.1400852022714212,0.5435215330185862,0.09457789062821494
125,25,edgetpu_latency,RandomForest,full_features_one_hot_proxies,42,100,0.39152282778223685,0.12918171261884065,0.5517257988463795,0.08695881826041035
126,25,pixel3_latency,RandomForest,only_features,42,100,0.6913962323024293,0.055293842295947394,0.6730283775464632,0.029536917241474052
127,25,pixel3_latency,RandomForest,only_proxies,42,100,0.7084092976136798,0.05710489457855151,0.6747045802817223,0.03209929623525927
128,25,pixel3_latency,RandomForest,only_one_hot,42,100,0.37047747403386777,0.1312978120353187,0.47036963587854635,0.07972041807221047
129,25,pixel3_latency,RandomForest,features_one_hot,42,100,0.6887106678771313,0.057057611880987916,0.675531616874628,0.03163003953407566
130,25,pixel3_latency,RandomForest,features_proxies,42,100,0.7086999456928328,0.050569337473872045,0.685627694868723,0.027134595762988115
131,25,pixel3_latency,RandomForest,features_one_hot_proxies,42,100,0.703428970077041,0.05416317055242164,0.6847572319025216,0.029835684767258893
132,25,pixel3_latency,RandomForest,only_full_features,42,100,0.6921772968056606,0.06871172878299353,0.6904506864273392,0.034784477203498865
133,25,pixel3_latency,RandomForest,full_features_one_hot,42,100,0.688936908899668,0.06964241878776074,0.6912308343331537,0.03615208794915607
134,25,pixel3_latency,RandomForest,full_features_one_hot_proxies,42,100,0.7065174829382633,0.06184490331211128,0.7000501020730411,0.03240137673349419
135,25,eyeriss_latency,RandomForest,only_features,42,100,0.6041940945523396,0.0893355949928184,0.6550344977367459,0.06817259201576757
136,25,eyeriss_latency,RandomForest,only_proxies,42,100,0.33746646324668406,0.0887954809003192,0.4586999028039579,0.05370365326671034
137,25,eyeriss_latency,RandomForest,only_one_hot,42,100,0.3197767829046202,0.09927867092726964,0.4485409509545637,0.059431595632813215
138,25,eyeriss_latency,RandomForest,features_one_hot,42,100,0.5719232619858704,0.08912394408577988,0.6385581417779708,0.06881435415487587
139,25,eyeriss_latency,RandomForest,features_proxies,42,100,0.5393546372746063,0.09301881597391307,0.6187251105891299,0.073115931373075
140,25,eyeriss_latency,RandomForest,features_one_hot_proxies,42,100,0.5212283413490524,0.08985070391581323,0.6101289170331509,0.07473680288799105
141,25,eyeriss_latency,RandomForest,only_full_features,42,100,0.8883827509241913,0.04926771659853761,0.8503806664511948,0.04391709937083912
142,25,eyeriss_latency,RandomForest,full_features_one_hot,42,100,0.8863107516698472,0.04980722352363903,0.8489359701523606,0.042506938131835426
143,25,eyeriss_latency,RandomForest,full_features_one_hot_proxies,42,100,0.8802322600498327,0.04975286485107248,0.8478636619707659,0.045105478100681065
144,25,eyeriss_energy,RandomForest,only_features,42,100,0.6149837159304458,0.08169238301888918,0.6730264466229852,0.06298160957975518
145,25,eyeriss_energy,RandomForest,only_proxies,42,100,0.38558447617719316,0.08957182509617073,0.5171567722716339,0.06456495957917945
146,25,eyeriss_energy,RandomForest,only_one_hot,42,100,0.3193200356845241,0.10408312884895707,0.4397034092812058,0.0680107466429321
147,25,eyeriss_energy,RandomForest,features_one_hot,42,100,0.5861925685209496,0.0801554825596202,0.6576493677289369,0.06366737581085573
148,25,eyeriss_energy,RandomForest,features_proxies,42,100,0.5526605043402754,0.08628614068237922,0.6391589099532983,0.06604370002874939
149,25,eyeriss_energy,RandomForest,features_one_hot_proxies,42,100,0.5363083181421686,0.08494672298978378,0.6315580506522014,0.0683485780541902
150,25,eyeriss_energy,RandomForest,only_full_features,42,100,0.89192259843273,0.047866317389918284,0.8395246140117739,0.04918632169520834
151,25,eyeriss_energy,RandomForest,full_features_one_hot,42,100,0.8877916273838042,0.04775236560659412,0.8344553389292727,0.04922141713713888
152,25,eyeriss_energy,RandomForest,full_features_one_hot_proxies,42,100,0.8842924319319454,0.047374317751857166,0.8374700395652593,0.04791203955921973
153,25,eyeriss_arithmetic_intensity,RandomForest,only_features,42,100,0.7739841857359349,0.08758633462828584,0.7529123855858891,0.06121264677808313
154,25,eyeriss_arithmetic_intensity,RandomForest,only_proxies,42,100,0.5526867922664206,0.08860883927910956,0.5693926001088626,0.052177295604872824
155,25,eyeriss_arithmetic_intensity,RandomForest,only_one_hot,42,100,0.32761075155685715,0.13086038387432955,0.4450733991115088,0.07905711632503375
156,25,eyeriss_arithmetic_intensity,RandomForest,features_one_hot,42,100,0.7523528251656476,0.0913461878213455,0.7418815992222179,0.06163532005393424
157,25,eyeriss_arithmetic_intensity,RandomForest,features_proxies,42,100,0.7178318682924751,0.09973644850077937,0.70743885836828,0.0693584392757178
158,25,eyeriss_arithmetic_intensity,RandomForest,features_one_hot_proxies,42,100,0.7042794854746546,0.09966647012264486,0.7016484378514971,0.06927405153227069
159,25,eyeriss_arithmetic_intensity,RandomForest,only_full_features,42,100,0.7393320122368746,0.08045967699741487,0.7460085064958348,0.059143263641204834
160,25,eyeriss_arithmetic_intensity,RandomForest,full_features_one_hot,42,100,0.7283238968340077,0.08300331492286092,0.7395471983683848,0.05966507687976445
161,25,eyeriss_arithmetic_intensity,RandomForest,full_features_one_hot_proxies,42,100,0.7085233750903176,0.08860035694398086,0.7219368293400759,0.06712229105278458
162,25,fpga_latency,RandomForest,only_features,42,100,0.8365805028728367,0.049332282757530446,0.8146843751412934,0.025697189173160745
163,25,fpga_latency,RandomForest,only_proxies,42,100,0.8279781088419983,0.04250735853059003,0.7959927463457348,0.023584457046573557
164,25,fpga_latency,RandomForest,only_one_hot,42,100,0.3785680925308607,0.1448446787224995,0.4874574429413874,0.0871101120299894
165,25,fpga_latency,RandomForest,features_one_hot,42,100,0.829761233177774,0.05030147815146455,0.8123154843847904,0.02584278257612642
166,25,fpga_latency,RandomForest,features_proxies,42,100,0.8230519482371755,0.04854676968363461,0.8012892500837079,0.025913518213824382
167,25,fpga_latency,RandomForest,features_one_hot_proxies,42,100,0.8167394832853039,0.05014823374668633,0.7988337553874462,0.026532408876097157
168,25,fpga_latency,RandomForest,only_full_features,42,100,0.840589844045553,0.058885918791496246,0.8390564412556961,0.0353105818394987
169,25,fpga_latency,RandomForest,full_features_one_hot,42,100,0.8377073279859738,0.05908967254188801,0.8378332432640648,0.034065414950609954
170,25,fpga_latency,RandomForest,full_features_one_hot_proxies,42,100,0.8270802019382095,0.05641731704501695,0.8260646083070925,0.03269280271125994
171,25,fpga_energy,RandomForest,only_features,42,100,0.8371931437658605,0.0491619630743208,0.8151628671707373,0.0258335022462239
172,25,fpga_energy,RandomForest,only_proxies,42,100,0.8282435385899636,0.04179752533541762,0.7963527862811007,0.023811589174941722
173,25,fpga_energy,RandomForest,only_one_hot,42,100,0.37814153625331154,0.14503940327333142,0.4870770380040256,0.08720470552631852
174,25,fpga_energy,RandomForest,features_one_hot,42,100,0.8309756075282239,0.04980441576960538,0.8124362106874937,0.025872053411462505
175,25,fpga_energy,RandomForest,features_proxies,42,100,0.8231683161268449,0.04875227681944951,0.8011502316932387,0.02580165527429731
176,25,fpga_energy,RandomForest,features_one_hot_proxies,42,100,0.8175958446553423,0.04967134335390814,0.8001614746976483,0.026225701878435304
177,25,fpga_energy,RandomForest,only_full_features,42,100,0.8403844598531997,0.05910950425937417,0.8387761649488116,0.03529122665481249
178,25,fpga_energy,RandomForest,full_features_one_hot,42,100,0.8374504675918975,0.05978697961955947,0.8370073563094071,0.03532543043194253
179,25,fpga_energy,RandomForest,full_features_one_hot_proxies,42,100,0.8278149735832695,0.05712235510012726,0.8271739995592737,0.034116974953019345
180,55,edgegpu_latency,RandomForest,only_features,42,100,0.619791925405869,0.05380870957750281,0.6162253610690489,0.03147242245655457
181,55,edgegpu_latency,RandomForest,only_proxies,42,100,0.5247031603378534,0.049528768154130015,0.5335350258809882,0.021691552489857262
182,55,edgegpu_latency,RandomForest,only_one_hot,42,100,0.681346463233891,0.04417428345329127,0.6511086556829153,0.03586837191261339
183,55,edgegpu_latency,RandomForest,features_one_hot,42,100,0.7460930544342065,0.04426856583348852,0.7092090734092387,0.02841475768020899
184,55,edgegpu_latency,RandomForest,features_proxies,42,100,0.6535696401621817,0.05291473837939571,0.6193806556510856,0.02894764945736738
185,55,edgegpu_latency,RandomForest,features_one_hot_proxies,42,100,0.7299375206910811,0.048469953714561226,0.6759984431514715,0.030503250025424093
186,55,edgegpu_latency,RandomForest,only_full_features,42,100,0.6698349097681173,0.05223527642736033,0.6550526660833915,0.033581813055277215
187,55,edgegpu_latency,RandomForest,full_features_one_hot,42,100,0.748498648051542,0.04112954210395069,0.7141846694198557,0.026810854817941047
188,55,edgegpu_latency,RandomForest,full_features_one_hot_proxies,42,100,0.7376941192846819,0.045428212742341004,0.6902679238943815,0.02804303173330589
189,55,edgegpu_energy,RandomForest,only_features,42,100,0.6237502032008678,0.05387671585997072,0.6204587057443675,0.030977633329008124
190,55,edgegpu_energy,RandomForest,only_proxies,42,100,0.553969052726696,0.04395925033347335,0.5560958843204332,0.020142394300395296
191,55,edgegpu_energy,RandomForest,only_one_hot,42,100,0.680671361877149,0.04823440939954244,0.6495260238337345,0.04174728715934089
192,55,edgegpu_energy,RandomForest,features_one_hot,42,100,0.7531427985267932,0.04138035554422018,0.7163640460097244,0.026099756512935265
193,55,edgegpu_energy,RandomForest,features_proxies,42,100,0.6647413220159818,0.04979161388970409,0.629182160198426,0.02804019470844393
194,55,edgegpu_energy,RandomForest,features_one_hot_proxies,42,100,0.7380879289598685,0.048321709638020134,0.6837041461537359,0.032103053059931934
195,55,edgegpu_energy,RandomForest,only_full_features,42,100,0.67454801676416,0.051140829996920274,0.6591449794422014,0.032953764525357344
196,55,edgegpu_energy,RandomForest,full_features_one_hot,42,100,0.7554886938944292,0.037994164503941205,0.7203280581252628,0.025899583360888472
197,55,edgegpu_energy,RandomForest,full_features_one_hot_proxies,42,100,0.7431643745481962,0.04466113231410987,0.6947896806528199,0.02913499135961847
198,55,raspi4_latency,RandomForest,only_features,42,100,0.7990435280812931,0.025180934433093854,0.7353931217248553,0.016306514438700598
199,55,raspi4_latency,RandomForest,only_proxies,42,100,0.822593220238675,0.034002569692849254,0.7446273856299443,0.016954058110009794
200,55,raspi4_latency,RandomForest,only_one_hot,42,100,0.597026762388957,0.07543164411653898,0.6140371119834479,0.050197388113616834
201,55,raspi4_latency,RandomForest,features_one_hot,42,100,0.8143708642508005,0.027906971265352416,0.749470552747339,0.018009611478822893
202,55,raspi4_latency,RandomForest,features_proxies,42,100,0.8244285670599014,0.03472172019651467,0.7515040085169857,0.015954184016801164
203,55,raspi4_latency,RandomForest,features_one_hot_proxies,42,100,0.8263012139364205,0.036465950201740746,0.7540470285403263,0.017090003476191197
204,55,raspi4_latency,RandomForest,only_full_features,42,100,0.8057591415491132,0.025586793227786384,0.7508803197911088,0.015109152915106299
205,55,raspi4_latency,RandomForest,full_features_one_hot,42,100,0.8131107759017757,0.025885557396209385,0.7573817418004509,0.016283160475861008
206,55,raspi4_latency,RandomForest,full_features_one_hot_proxies,42,100,0.8259488285036752,0.03511259892613946,0.7603604329549506,0.017054059167833594
207,55,edgetpu_latency,RandomForest,only_features,42,100,0.35615079730604743,0.0682418500455847,0.50432208983897,0.0470020827371871
