,train_size,device,model,features_type,random_seed,repeat,r2_mean,r2_std,kendal_mean,kendal_std
0,11,edgegpu,MLP7,only_features,42,100,0.26675666544071164,0.20402532576748109,0.4318393593716721,0.11615411088376117
1,11,edgegpu,MLP8,only_features,42,100,0.2720455194630609,0.2999871328070224,0.446263267977848,0.12763697481029654
2,11,edgegpu,MLP9,only_features,42,100,0.24830201148247302,0.24557232353278857,0.4252780986221054,0.1202824908909266
3,11,edgegpu,MLP7,only_proxies,42,100,-22435998580.725098,134739739160.51764,0.3628728162909465,0.1395237277239822
4,11,edgegpu,MLP8,only_proxies,42,100,-13187285458.48542,49061934990.65026,0.3681560419867536,0.12763586134001567
5,11,edgegpu,MLP9,only_proxies,42,100,-17109123070.554014,89651194083.48186,0.3506184520120351,0.1437475209126214
6,11,edgegpu,MLP7,only_one_hot,42,100,0.05572301204776856,0.16562724268323833,0.27544149097105736,0.08560567601259714
7,11,edgegpu,MLP8,only_one_hot,42,100,0.09044976992702239,0.1665447485412798,0.29019407421836857,0.09322395965716583
8,11,edgegpu,MLP9,only_one_hot,42,100,0.062292281843109476,0.19414071926564533,0.27843924523243213,0.0972248357432843
9,11,edgegpu,MLP7,features_one_hot,42,100,0.2783512015796879,0.18039426973153813,0.425773652803882,0.10862757545756252
10,11,edgegpu,MLP8,features_one_hot,42,100,0.2882340490911682,0.1945602994874035,0.4418377574503478,0.10600500616333061
11,11,edgegpu,MLP9,features_one_hot,42,100,0.2825241148594681,0.18012325641166974,0.42527445580418105,0.10734151947401009
12,11,edgegpu,MLP7,features_proxies,42,100,-3439444274.749567,29021227561.603855,0.4162880770459201,0.10983995414505847
13,11,edgegpu,MLP8,features_proxies,42,100,-1318539409.5460503,7067732860.806828,0.42456464060471144,0.11859413133597627
14,11,edgegpu,MLP9,features_proxies,42,100,-1086327851.366763,4150519349.9340954,0.42609785942463413,0.10087156338889099
15,11,edgegpu,MLP7,features_one_hot_proxies,42,100,-286372648.9218472,666641617.9170061,0.41024734927620615,0.1124085307257482
16,11,edgegpu,MLP8,features_one_hot_proxies,42,100,-441278029.6811967,1192711992.2175996,0.42532092755108586,0.10261018031512112
17,11,edgegpu,MLP9,features_one_hot_proxies,42,100,-478919143.7637391,1016403263.0178602,0.4390719732422901,0.09377530708458363
18,11,edgegpu,MLP7,only_full_features,42,100,0.2775462196991411,0.21602349754171354,0.42316418651879795,0.10931259920924956
19,11,edgegpu,MLP8,only_full_features,42,100,0.33780831892326896,0.1691034385993848,0.4585508903689653,0.0995979693999315
20,11,edgegpu,MLP9,only_full_features,42,100,0.31468200608219626,0.18807486075016758,0.4403104063582519,0.1144250957376364
21,11,edgegpu,MLP7,full_features_one_hot,42,100,0.319290635310354,0.1633884715412036,0.4377661510857551,0.09729940990253855
22,11,edgegpu,MLP8,full_features_one_hot,42,100,0.32486530084033965,0.17957910134877114,0.45217364660375053,0.10263539367425789
23,11,edgegpu,MLP9,full_features_one_hot,42,100,0.3191889854968712,0.17360870639037382,0.4422114910444268,0.10191087469928593
24,11,edgegpu,MLP7,full_features_one_hot_proxies,42,100,-193584224.97081104,1175066398.0046408,0.4299906462717672,0.10636404595350822
25,11,edgegpu,MLP8,full_features_one_hot_proxies,42,100,-58449823.66846189,117246211.21702991,0.45589113960863037,0.10552168192073591
26,11,edgegpu,MLP9,full_features_one_hot_proxies,42,100,-120547083.24930161,478609904.6634768,0.43791033181820205,0.10715291933764348
27,11,eyeriss,MLP7,only_features,42,100,0.5883985497919716,0.203889622364468,0.6353491352350482,0.11712133848862782
28,11,eyeriss,MLP8,only_features,42,100,0.5979573901884766,0.1691227857268269,0.6458351471595803,0.09066876078190057
29,11,eyeriss,MLP9,only_features,42,100,0.5967817044536894,0.16781780536118573,0.6371312045868359,0.09663636259117674
30,11,eyeriss,MLP7,only_proxies,42,100,-4129609581.339428,11402367225.984901,0.37413200119128737,0.09749328391380775
31,11,eyeriss,MLP8,only_proxies,42,100,-4039966785.3770213,17350163513.48665,0.3719771263340456,0.10650824167837031
32,11,eyeriss,MLP9,only_proxies,42,100,-3638512136.978167,8548331904.429099,0.3604974833862204,0.11076668214989677
33,11,eyeriss,MLP7,only_one_hot,42,100,0.12940217902426668,0.16038566473880736,0.3190069369559647,0.09547443570099454
34,11,eyeriss,MLP8,only_one_hot,42,100,0.1607391370625665,0.1476992707580726,0.33281328813233146,0.09717819004488333
35,11,eyeriss,MLP9,only_one_hot,42,100,0.12473637648975057,0.16467364375760432,0.31266037461257123,0.09636975078157341
36,11,eyeriss,MLP7,features_one_hot,42,100,0.4622261455575704,0.1727543365002529,0.5684973866189617,0.1063953846982152
37,11,eyeriss,MLP8,features_one_hot,42,100,0.5217320571027891,0.15850616405860424,0.6004654247844248,0.1043443047485867
38,11,eyeriss,MLP9,features_one_hot,42,100,0.49705237377620903,0.16895115548043374,0.5891524670984527,0.08687189642191138
39,11,eyeriss,MLP7,features_proxies,42,100,-307750202.23440784,572830254.5283144,0.5611946670871033,0.10961519007999129
40,11,eyeriss,MLP8,features_proxies,42,100,-386798055.82981855,986151927.2653565,0.5831470691752387,0.09085696528456386
41,11,eyeriss,MLP9,features_proxies,42,100,-449862322.5682687,1112458930.0595443,0.5624951333784337,0.09858191485971367
42,11,eyeriss,MLP7,features_one_hot_proxies,42,100,-343733070.30083716,1753520529.9263082,0.5265924706893929,0.11306201548822184
43,11,eyeriss,MLP8,features_one_hot_proxies,42,100,-214943335.19177476,473236779.2821178,0.5403318988771217,0.09853517682365041
44,11,eyeriss,MLP9,features_one_hot_proxies,42,100,-211323568.78862295,391924123.3796456,0.5287269320675317,0.10803804708031775
45,11,eyeriss,MLP7,only_full_features,42,100,0.640720903823435,0.14813625155671528,0.6503717765583953,0.0845378764876257
46,11,eyeriss,MLP8,only_full_features,42,100,0.6572854815609038,0.1487098597432906,0.6625923538650131,0.08499798934355246
47,11,eyeriss,MLP9,only_full_features,42,100,0.6548926703439204,0.15466128368125334,0.659460568993175,0.09204515756694301
48,11,eyeriss,MLP7,full_features_one_hot,42,100,0.5905478333634498,0.1600571435890572,0.6237117923152963,0.09841893846885047
49,11,eyeriss,MLP8,full_features_one_hot,42,100,0.6421150828970399,0.1440897564234389,0.6557077245100809,0.08625370931679681
50,11,eyeriss,MLP9,full_features_one_hot,42,100,0.6282758114597538,0.15155826999102942,0.6451477607129331,0.08889916812918415
51,11,eyeriss,MLP7,full_features_one_hot_proxies,42,100,-34589383.33012148,78107184.39657962,0.5764824366753042,0.09522736242039988
52,11,eyeriss,MLP8,full_features_one_hot_proxies,42,100,-64561614.332967594,405950801.51720697,0.6056137502579307,0.09366142910439625
53,11,eyeriss,MLP9,full_features_one_hot_proxies,42,100,-57580769.96415861,289936017.4528724,0.5895984622506912,0.10353493445583961
54,11,fpga,MLP7,only_features,42,100,0.6593148311523461,0.14726763887111083,0.6858570674606186,0.08265749750006714
55,11,fpga,MLP8,only_features,42,100,0.707185674413474,0.1527099522841965,0.7230471672164569,0.07370287026267844
56,11,fpga,MLP9,only_features,42,100,0.6877519890783768,0.14254754156766727,0.7022162020494634,0.06822787665481089
57,11,fpga,MLP7,only_proxies,42,100,-2758068043.6047893,6450498680.539405,0.6033302474493041,0.11671871089666716
58,11,fpga,MLP8,only_proxies,42,100,-3261359033.799852,10445508924.274176,0.6021672690631306,0.1251604778960342
59,11,fpga,MLP9,only_proxies,42,100,-4356786168.527351,17497652929.325253,0.6016345312849486,0.11973853598742548
60,11,fpga,MLP7,only_one_hot,42,100,0.11311009145813822,0.1777694745002869,0.3056324730189585,0.09075439404172028
61,11,fpga,MLP8,only_one_hot,42,100,0.11685375858095576,0.1909813217220326,0.3157145071410587,0.09079184855784622
62,11,fpga,MLP9,only_one_hot,42,100,0.11823071429582732,0.17597489874460234,0.29677508688806087,0.09613320108882226
63,11,fpga,MLP7,features_one_hot,42,100,0.5710430168190935,0.1554216354130061,0.644004499850089,0.0882790859480222
64,11,fpga,MLP8,features_one_hot,42,100,0.6074062065275286,0.14019469372761806,0.6698495040366035,0.07979741225531896
65,11,fpga,MLP9,features_one_hot,42,100,0.5970779798877396,0.15068219748929518,0.6587054838115389,0.08267102996546934
66,11,fpga,MLP7,features_proxies,42,100,-495201792.0164786,1170019120.0796883,0.6390253546919816,0.09533614802534553
67,11,fpga,MLP8,features_proxies,42,100,-838304926.2551013,1884093710.664976,0.6468334048369967,0.10116685953784772
68,11,fpga,MLP9,features_proxies,42,100,-850162519.5529985,3903210836.2564096,0.6499142935246388,0.096891102463939
69,11,fpga,MLP7,features_one_hot_proxies,42,100,-262866718.3242329,509484734.80856013,0.6154974507347712,0.0894437837042538
70,11,fpga,MLP8,features_one_hot_proxies,42,100,-277618510.97381806,620796796.0585878,0.6325643229571234,0.09151033760446023
71,11,fpga,MLP9,features_one_hot_proxies,42,100,-964062001.4216243,7345306135.099613,0.6186708210423957,0.10347596753911276
72,11,fpga,MLP7,only_full_features,42,100,0.6068938614700117,0.1652491165166732,0.6415489411075099,0.0997871180927005
